idx,cve_id,cwe_id,project,lang,score,ref_category,candidate_categories,token_coverage,structural_only_gate,category_gate,strict_mddc_gate
2494,CVE-2019-1010251,CWE-20,suricata,C,5.0,resource_dos,,0.13636363636363635,True,False,False
2495,CVE-2019-16910,CWE-200,mbedtls,C,2.6,auth_access,command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.4117647058823529,True,False,False
2496,CVE-2019-16718,CWE-78,radare2,C,6.8,command_injection,command_injection;memory_safety,0.21428571428571427,True,True,True
2497,CVE-2019-15226,,envoy,C++,0.0,resource_dos,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
2498,CVE-2019-15165,CWE-20,libpcap,C,5.0,resource_dos,memory_safety;resource_dos,0.6,True,True,True
2499,CVE-2019-14981,CWE-369,ImageMagick6,C,4.3,resource_dos,resource_dos;ssrf_redirect,0.14285714285714285,True,True,True
2500,CVE-2019-14980,CWE-416,ImageMagick6,C,4.3,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.14285714285714285,True,True,True
2501,CVE-2019-14763,CWE-189,linux,C,4.9,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.5384615384615384,True,True,True
2502,CVE-2019-14452,CWE-22,Sigil,C++,5.0,path_traversal,deserialization;path_traversal;ssrf_redirect,0.2222222222222222,True,True,True
2503,CVE-2019-14452,CWE-22,Sigil,C++,5.0,path_traversal,deserialization;path_traversal;ssrf_redirect,0.16666666666666666,True,True,True
2504,CVE-2019-13615,CWE-119,libebml,C++,4.3,memory_safety,memory_safety;resource_dos,0.17647058823529413,True,True,True
2505,CVE-2019-13454,CWE-369,ImageMagick6,C,4.3,other,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.5,True,False,False
2506,CVE-2019-13391,CWE-125,ImageMagick6,C,6.8,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.35714285714285715,True,True,True
2507,CVE-2019-13311,CWE-399,ImageMagick6,C,4.3,resource_dos,memory_safety;path_traversal;ssrf_redirect,0.2222222222222222,True,False,False
2508,CVE-2019-13310,CWE-399,ImageMagick6,C,4.3,resource_dos,memory_safety;path_traversal;ssrf_redirect,0.3333333333333333,True,False,False
2509,CVE-2019-13308,CWE-119,ImageMagick6,C,6.8,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.3333333333333333,True,True,True
2510,CVE-2019-13307,CWE-119,ImageMagick6,C,6.8,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
2511,CVE-2019-13306,CWE-119,ImageMagick6,C,6.8,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.38461538461538464,True,True,True
2512,CVE-2019-13305,CWE-119,ImageMagick6,C,6.8,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4,True,True,True
2513,CVE-2019-13304,CWE-119,ImageMagick,C,6.8,memory_safety,resource_dos;ssrf_redirect,0.3333333333333333,True,False,False
2514,CVE-2019-13300,CWE-119,ImageMagick6,C,6.8,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
2515,CVE-2019-13297,CWE-125,ImageMagick6,C,6.8,memory_safety,memory_safety;ssrf_redirect,0.35714285714285715,True,True,True
2516,CVE-2019-13295,CWE-125,ImageMagick,C,6.8,memory_safety,memory_safety;ssrf_redirect,0.2857142857142857,True,True,True
2517,CVE-2019-13217,CWE-119,stb,C,6.8,memory_safety,memory_safety;resource_dos,0.3,True,True,True
2518,CVE-2019-13137,CWE-399,ImageMagick6,C,4.3,resource_dos,memory_safety;ssrf_redirect,0.5,True,False,False
2519,CVE-2019-13135,CWE-20,ImageMagick,C,6.8,other,memory_safety;resource_dos;ssrf_redirect,0.5,True,False,False
2520,CVE-2019-12973,CWE-400,openjpeg,C,4.3,resource_dos,memory_safety;resource_dos,0.15,True,True,True
2521,CVE-2019-12904,CWE-310,libgcrypt,C,4.3,other,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,False,False
2522,CVE-2019-12109,CWE-476,miniupnp,C,5.0,memory_safety,command_injection;resource_dos;ssrf_redirect,0.2857142857142857,True,False,False
2523,CVE-2019-11924,CWE-400,fizz,C++,7.8,resource_dos,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.30434782608695654,True,True,True
2524,CVE-2019-11487,CWE-416,linux,C,7.2,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4827586206896552,True,True,True
2525,CVE-2019-11487,CWE-416,linux,C,7.2,memory_safety,auth_access;memory_safety;resource_dos,0.2413793103448276,True,True,True
2526,CVE-2019-11487,CWE-416,linux,C,7.2,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.27586206896551724,True,True,True
2527,CVE-2019-11487,CWE-416,linux,C,7.2,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.4482758620689655,True,True,True
2528,CVE-2019-11339,CWE-125,FFmpeg,C,6.8,memory_safety,auth_access;ssrf_redirect,0.32,True,False,False
2529,CVE-2019-10714,CWE-125,ImageMagick,C,4.3,memory_safety,memory_safety,0.3,True,True,True
2530,CVE-2019-10714,CWE-125,ImageMagick,C,4.3,memory_safety,memory_safety,0.3,True,True,True
2531,CVE-2019-10638,CWE-200,linux,C,4.3,auth_access,crypto_secret;path_traversal;resource_dos;ssrf_redirect,0.1590909090909091,True,False,False
2532,CVE-2019-10638,CWE-200,linux,C,4.3,auth_access,path_traversal;resource_dos;ssrf_redirect,0.11363636363636363,True,False,False
2533,CVE-2019-10061,CWE-77,node-opencv,C++,7.5,command_injection,command_injection;path_traversal;ssrf_redirect;xss,0.2631578947368421,True,True,True
2534,CVE-2019-7308,CWE-189,linux,C,4.7,memory_safety,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.6521739130434783,True,True,True
2535,CVE-2019-6978,CWE-415,php-src,C,7.5,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.6666666666666666,True,True,True
2536,CVE-2018-20847,CWE-190,openjpeg,C,6.8,memory_safety,memory_safety;path_traversal;ssrf_redirect,0.5,True,True,True
2537,CVE-2018-7191,CWE-476,linux,C,4.9,memory_safety,memory_safety,0.17857142857142858,True,True,True
2538,CVE-2014-8610,CWE-264,Android,C,3.3,xxe,auth_access;ssrf_redirect;xxe,0.36585365853658536,True,True,True
2539,CVE-2014-8609,CWE-264,Android,C,7.2,auth_access,auth_access;crypto_secret;ssrf_redirect;xxe,0.5588235294117647,True,True,True
2540,CVE-2014-8507,CWE-89,Android,C,7.5,sql_injection,command_injection;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xxe,0.3142857142857143,True,True,True
2541,CVE-2014-7911,CWE-264,Android,C,7.2,command_injection,command_injection;crypto_secret;deserialization;memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.4594594594594595,True,True,True
2542,CVE-2015-6575,CWE-189,Android,C,10.0,memory_safety,memory_safety;resource_dos,0.1951219512195122,True,True,True
2543,CVE-2015-3864,CWE-189,Android,C,10.0,memory_safety,resource_dos;ssrf_redirect,0.21428571428571427,True,False,False
2544,CVE-2015-3863,CWE-189,Android,C,9.3,memory_safety,crypto_secret;memory_safety;resource_dos,0.3076923076923077,True,True,True
2545,CVE-2015-3861,CWE-189,Android,C,5.0,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2857142857142857,True,True,True
2546,CVE-2015-3860,CWE-284,Android,C,7.2,auth_access,auth_access;crypto_secret;memory_safety;resource_dos;xxe,0.29411764705882354,True,True,True
2547,CVE-2015-3858,CWE-264,Android,C,9.3,auth_access,auth_access;xxe,0.43333333333333335,True,True,True
2548,CVE-2015-3849,CWE-264,Android,C,9.3,command_injection,deserialization;memory_safety;resource_dos,0.2903225806451613,True,False,False
2549,CVE-2015-3845,CWE-264,Android,C,6.8,deserialization,deserialization;memory_safety;resource_dos,0.21428571428571427,True,True,True
2550,CVE-2015-3844,CWE-264,Android,C,6.8,other,crypto_secret;memory_safety;resource_dos,0.37037037037037035,True,False,False
2551,CVE-2015-3843,CWE-264,Android,C,9.3,command_injection,auth_access;command_injection;crypto_secret;xss;xxe,0.2692307692307692,True,True,True
2552,CVE-2015-3842,CWE-119,Android,C,9.3,memory_safety,auth_access;command_injection;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.25,True,True,True
2553,CVE-2015-3837,CWE-20,Android,C,9.3,command_injection,auth_access;crypto_secret;deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.3793103448275862,True,False,False
2554,CVE-2015-3836,CWE-189,Android,C,10.0,memory_safety,resource_dos,0.15789473684210525,True,False,False
2555,CVE-2015-3835,CWE-119,Android,C,9.3,memory_safety,crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.3333333333333333,True,True,True
2556,CVE-2015-3834,CWE-189,Android,C,10.0,memory_safety,crypto_secret;memory_safety;resource_dos,0.25,True,True,True
2557,CVE-2015-3833,CWE-284,Android,C,4.3,auth_access,auth_access;memory_safety;resource_dos,0.4,True,True,True
2558,CVE-2015-3832,CWE-119,Android,C,10.0,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3076923076923077,True,True,True
2559,CVE-2015-3831,CWE-119,Android,C,9.3,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.2916666666666667,True,True,True
2560,CVE-2015-3829,CWE-189,Android,C,10.0,memory_safety,memory_safety;resource_dos,0.2972972972972973,True,True,True
2561,CVE-2015-3828,CWE-119,Android,C,10.0,memory_safety,memory_safety;resource_dos,0.24444444444444444,True,True,True
2562,CVE-2015-3827,CWE-119,Android,C,9.3,memory_safety,crypto_secret;memory_safety;resource_dos,0.2,True,True,True
2563,CVE-2015-3824,CWE-119,Android,C,10.0,memory_safety,memory_safety;resource_dos,0.32432432432432434,True,True,True
2564,CVE-2015-1541,CWE-284,Android,C,4.3,auth_access,memory_safety;path_traversal;ssrf_redirect;xxe,0.2903225806451613,True,False,False
2565,CVE-2015-1539,CWE-189,Android,C,10.0,memory_safety,command_injection;memory_safety;resource_dos;ssrf_redirect;xss,0.25,True,True,True
2566,CVE-2015-1538,CWE-189,Android,C,10.0,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.35714285714285715,True,True,True
2567,CVE-2015-1536,CWE-189,Android,C,8.5,memory_safety,deserialization;memory_safety;resource_dos,0.22857142857142856,True,True,True
2568,CVE-2015-1528,CWE-189,Android,C,9.3,memory_safety,auth_access;command_injection;memory_safety;resource_dos;xss,0.20689655172413793,True,True,True
2569,CVE-2015-1474,CWE-189,Android,C,10.0,memory_safety,memory_safety;resource_dos,0.17647058823529413,True,True,True
2570,CVE-2014-7917,CWE-189,Android,C,10.0,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.46153846153846156,True,True,True
2571,CVE-2016-6722,CWE-200,Android,C,4.3,auth_access,resource_dos,0.043478260869565216,True,False,False
2572,CVE-2016-6720,CWE-200,Android,C,4.3,auth_access,command_injection;memory_safety,0.043478260869565216,True,False,False
2573,CVE-2016-6712,CWE-20,Android,C,7.1,resource_dos,command_injection;memory_safety;xss,0.047619047619047616,True,False,False
2574,CVE-2016-6711,CWE-20,Android,C,7.1,resource_dos,command_injection;crypto_secret;xss,0.047619047619047616,True,False,False
2575,CVE-2016-6706,CWE-264,Android,C,9.3,command_injection,memory_safety;resource_dos,0.06451612903225806,True,False,False
2576,CVE-2016-6699,CWE-119,Android,C,9.3,memory_safety,command_injection;memory_safety;resource_dos;ssrf_redirect;xss,0.06896551724137931,True,True,False
2577,CVE-2016-5348,CWE-399,Android,C,7.1,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.2,True,True,True
2578,CVE-2016-3925,CWE-284,Android,C,4.3,auth_access,auth_access;memory_safety;resource_dos;ssrf_redirect,0.2,True,True,True
2579,CVE-2016-3924,CWE-200,Android,C,4.3,auth_access,command_injection;resource_dos,0.2916666666666667,True,False,False
2580,CVE-2016-3923,CWE-284,Android,C,4.3,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.18181818181818182,True,True,True
2581,CVE-2016-3922,CWE-264,Android,C,6.8,auth_access,command_injection;memory_safety;resource_dos;xss,0.3333333333333333,True,False,False
2582,CVE-2016-3921,CWE-264,Android,C,9.3,auth_access,command_injection;memory_safety;path_traversal;ssrf_redirect,0.3333333333333333,True,False,False
2583,CVE-2016-3920,CWE-20,Android,C,7.1,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.2,True,True,True
2584,CVE-2016-3918,CWE-200,Android,C,4.3,auth_access,command_injection;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss;xxe,0.25,True,False,False
2585,CVE-2016-3917,CWE-264,Android,C,7.2,auth_access,auth_access;crypto_secret;deserialization;memory_safety;path_traversal;ssrf_redirect,0.2916666666666667,True,True,True
2586,CVE-2016-3916,CWE-119,Android,C,9.3,memory_safety,memory_safety;resource_dos,0.29411764705882354,True,True,True
2587,CVE-2016-3915,CWE-264,Android,C,9.3,auth_access,memory_safety;resource_dos,0.25,True,False,False
2588,CVE-2016-3914,CWE-362,Android,C,9.3,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;sql_injection;ssrf_redirect;xss,0.4166666666666667,True,True,True
2589,CVE-2016-3913,CWE-264,Android,C,9.3,auth_access,memory_safety;path_traversal;ssrf_redirect,0.30434782608695654,True,False,False
2590,CVE-2016-3912,CWE-264,Android,C,9.3,auth_access,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.14285714285714285,True,False,False
2591,CVE-2016-3911,CWE-264,Android,C,9.3,auth_access,memory_safety;resource_dos;ssrf_redirect,0.4375,True,False,False
2592,CVE-2016-3910,CWE-264,Android,C,9.3,auth_access,auth_access;command_injection;crypto_secret;memory_safety;resource_dos;xss,0.29411764705882354,True,True,True
2593,CVE-2016-3909,CWE-264,Android,C,9.3,auth_access,memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.25,True,False,False
2594,CVE-2016-3908,CWE-264,Android,C,4.3,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.25,True,True,True
2595,CVE-2016-3900,CWE-264,Android,C,9.3,auth_access,command_injection;path_traversal;ssrf_redirect,0.2857142857142857,True,False,False
2596,CVE-2016-3899,CWE-284,Android,C,7.1,auth_access,memory_safety;resource_dos,0.23076923076923078,True,False,False
2597,CVE-2016-3898,CWE-284,Android,C,4.3,auth_access,ssrf_redirect;xxe,0.21739130434782608,True,False,False
2598,CVE-2016-3897,CWE-200,Android,C,4.3,auth_access,auth_access;crypto_secret;memory_safety,0.38461538461538464,True,True,True
2599,CVE-2016-3896,CWE-200,Android,C,4.3,auth_access,auth_access;path_traversal;ssrf_redirect;xxe,0.25,True,True,True
2600,CVE-2016-3895,CWE-190,Android,C,4.3,memory_safety,memory_safety;resource_dos,0.2857142857142857,True,True,True
2601,CVE-2016-3890,CWE-264,Android,C,7.6,auth_access,ssrf_redirect,0.23076923076923078,True,False,False
2602,CVE-2016-3889,CWE-264,Android,C,7.2,xxe,memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.36,True,True,True
2603,CVE-2016-3888,CWE-264,Android,C,2.1,ssrf_redirect,auth_access;ssrf_redirect,0.42857142857142855,True,True,True
2604,CVE-2016-3887,CWE-264,Android,C,6.8,other,command_injection;memory_safety,0.375,True,False,False
2605,CVE-2016-3886,CWE-264,Android,C,7.2,auth_access,crypto_secret;memory_safety;ssrf_redirect,0.32,True,False,False
2606,CVE-2016-3885,CWE-264,Android,C,9.3,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2727272727272727,True,True,True
2607,CVE-2016-3884,CWE-284,Android,C,4.3,auth_access,auth_access;ssrf_redirect,0.3333333333333333,True,True,True
2608,CVE-2016-3883,CWE-284,Android,C,4.3,auth_access,auth_access;memory_safety;resource_dos;ssrf_redirect;xss,0.4,True,True,True
2609,CVE-2016-3882,CWE-284,Android,C,6.1,auth_access,memory_safety,0.5172413793103449,True,False,False
2610,CVE-2016-3881,CWE-119,Android,C,7.1,memory_safety,command_injection;memory_safety;resource_dos;ssrf_redirect;xss,0.37037037037037035,True,True,True
2611,CVE-2016-3880,CWE-284,Android,C,7.1,auth_access,auth_access;command_injection;crypto_secret;memory_safety;resource_dos;xss,0.38461538461538464,True,True,True
2612,CVE-2016-3879,CWE-284,Android,C,7.1,auth_access,memory_safety,0.2916666666666667,True,False,False
2613,CVE-2016-3878,CWE-284,Android,C,7.1,auth_access,,0.15384615384615385,True,False,False
2614,CVE-2016-3876,CWE-264,Android,C,7.2,other,memory_safety;path_traversal;ssrf_redirect;xxe,0.4583333333333333,True,False,False
2615,CVE-2016-3875,CWE-264,Android,C,7.2,auth_access,crypto_secret;memory_safety,0.34615384615384615,True,False,False
2616,CVE-2016-3872,CWE-119,Android,C,9.3,memory_safety,memory_safety,0.3333333333333333,True,True,True
2617,CVE-2016-3871,CWE-264,Android,C,9.3,auth_access,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.36363636363636365,True,False,False
2618,CVE-2016-3870,CWE-264,Android,C,9.3,auth_access,memory_safety,0.34782608695652173,True,False,False
2619,CVE-2016-3863,CWE-284,Android,C,6.8,auth_access,crypto_secret;memory_safety;resource_dos,0.3076923076923077,True,False,False
2620,CVE-2016-3862,CWE-119,Android,C,9.3,memory_safety,command_injection;memory_safety;path_traversal;ssrf_redirect;xss,0.21212121212121213,True,True,True
2621,CVE-2016-3861,CWE-119,Android,C,9.3,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2903225806451613,True,True,True
2622,CVE-2016-3840,CWE-264,Android,C,10.0,command_injection,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect;xxe,0.2,True,False,False
2623,CVE-2016-3839,CWE-284,Android,C,4.3,auth_access,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3684210526315789,True,False,False
2624,CVE-2016-3838,CWE-284,Android,C,4.3,auth_access,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.23809523809523808,True,False,False
2625,CVE-2016-3837,CWE-200,Android,C,4.3,auth_access,resource_dos,0.2608695652173913,True,False,False
2626,CVE-2016-3836,CWE-200,Android,C,4.3,auth_access,,0.23809523809523808,True,False,False
2627,CVE-2016-3835,CWE-200,Android,C,4.3,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.4,True,True,True
2628,CVE-2016-3834,CWE-200,Android,C,4.3,auth_access,deserialization;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.21739130434782608,True,False,False
2629,CVE-2016-3833,CWE-264,Android,C,9.3,command_injection,command_injection;memory_safety,0.13636363636363635,True,True,True
2630,CVE-2016-3832,CWE-264,Android,C,8.3,other,auth_access;command_injection;memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.23809523809523808,True,False,False
2631,CVE-2016-3831,CWE-20,Android,C,5.0,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2692307692307692,True,True,True
2632,CVE-2016-3830,CWE-20,Android,C,7.1,resource_dos,memory_safety;resource_dos,0.2916666666666667,True,True,True
2633,CVE-2016-3829,CWE-172,Android,C,7.1,resource_dos,path_traversal;ssrf_redirect;xxe,0.15384615384615385,True,False,False
2634,CVE-2016-3828,CWE-172,Android,C,7.1,resource_dos,,0.2222222222222222,True,False,False
2635,CVE-2016-3827,CWE-172,Android,C,7.1,resource_dos,memory_safety,0.3333333333333333,True,False,False
2636,CVE-2016-3826,CWE-20,Android,C,4.6,command_injection,command_injection;resource_dos,0.375,True,True,True
2637,CVE-2016-3825,CWE-119,Android,C,4.6,memory_safety,memory_safety;resource_dos,0.3076923076923077,True,True,True
2638,CVE-2016-3824,CWE-119,Android,C,4.6,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.34782608695652173,True,True,True
2639,CVE-2016-3822,CWE-119,Android,C,6.8,memory_safety,auth_access;memory_safety,0.18518518518518517,True,True,True
2640,CVE-2016-3821,CWE-476,Android,C,7.5,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,True,True
2641,CVE-2016-3820,CWE-119,Android,C,7.5,memory_safety,path_traversal;resource_dos;ssrf_redirect;xxe,0.13793103448275862,True,False,False
2642,CVE-2016-3819,CWE-119,Android,C,7.5,memory_safety,memory_safety;resource_dos;xxe,0.3,True,True,True
2643,CVE-2016-3766,CWE-20,Android,C,7.8,resource_dos,memory_safety;resource_dos,0.18518518518518517,True,True,True
2644,CVE-2016-3765,CWE-200,Android,C,6.4,auth_access,,0.2,True,False,False
2645,CVE-2016-3764,CWE-20,Android,C,5.0,memory_safety,memory_safety;resource_dos,0.3157894736842105,True,True,True
2646,CVE-2016-3763,CWE-20,Android,C,5.0,xss,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.3448275862068966,True,True,True
2647,CVE-2016-3762,CWE-264,Android,C,9.3,auth_access,auth_access;command_injection,0.2857142857142857,True,True,True
2648,CVE-2016-3761,CWE-200,Android,C,2.1,auth_access,auth_access;memory_safety;path_traversal,0.3333333333333333,True,True,True
2649,CVE-2016-3760,CWE-20,Android,C,5.4,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.3684210526315789,True,True,True
2650,CVE-2016-3759,CWE-200,Android,C,5.0,auth_access,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.47619047619047616,True,True,True
2651,CVE-2016-3758,CWE-119,Android,C,9.3,memory_safety,memory_safety;path_traversal,0.2608695652173913,True,True,True
2652,CVE-2016-3757,CWE-20,Android,C,5.9,auth_access,path_traversal;resource_dos;ssrf_redirect,0.1724137931034483,True,False,False
2653,CVE-2016-3756,CWE-20,Android,C,7.8,resource_dos,memory_safety;resource_dos,0.16,True,True,True
2654,CVE-2016-3755,CWE-20,Android,C,7.8,resource_dos,,0.19230769230769232,True,False,False
2655,CVE-2016-3754,CWE-399,Android,C,7.8,resource_dos,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.375,True,True,True
2656,CVE-2016-3752,CWE-19,Android,C,7.5,auth_access,auth_access;memory_safety;ssrf_redirect,0.42857142857142855,True,True,True
2657,CVE-2016-3751,,Android,C,7.5,auth_access,command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.25,True,False,False
2658,CVE-2016-3750,CWE-20,Android,C,7.5,other,command_injection;resource_dos;xss,0.25,True,False,False
2659,CVE-2016-3749,CWE-255,Android,C,4.6,auth_access,auth_access;crypto_secret;memory_safety,0.4117647058823529,True,True,True
2660,CVE-2016-3748,CWE-264,Android,C,7.5,other,auth_access;command_injection;crypto_secret;path_traversal;ssrf_redirect;xxe,0.2777777777777778,True,False,False
2661,CVE-2016-3747,,Android,C,10.0,auth_access,auth_access;command_injection;memory_safety;resource_dos;ssrf_redirect,0.2916666666666667,True,True,True
2662,CVE-2016-3746,,Android,C,7.5,auth_access,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
2663,CVE-2016-3745,CWE-119,Android,C,7.5,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2,True,True,True
2664,CVE-2016-3744,CWE-119,Android,C,4.3,memory_safety,memory_safety;resource_dos,0.2727272727272727,True,True,True
2665,CVE-2016-3743,CWE-20,Android,C,7.5,command_injection,command_injection;memory_safety;resource_dos,0.13333333333333333,True,True,True
2666,CVE-2016-3742,CWE-20,Android,C,7.5,command_injection,,0.17857142857142858,True,False,False
2667,CVE-2016-3741,CWE-20,Android,C,7.5,command_injection,memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.1724137931034483,True,False,False
2668,CVE-2016-2508,CWE-119,Android,C,9.3,memory_safety,crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.24242424242424243,True,True,True
2669,CVE-2016-2507,CWE-119,Android,C,9.3,memory_safety,memory_safety;resource_dos,0.3333333333333333,True,True,True
2670,CVE-2016-2506,CWE-119,Android,C,10.0,memory_safety,memory_safety;resource_dos;ssrf_redirect,0.15625,True,True,True
2671,CVE-2016-2505,CWE-119,Android,C,9.3,memory_safety,memory_safety;resource_dos,0.21212121212121213,True,True,True
2672,CVE-2016-2500,CWE-200,Android,C,4.3,auth_access,path_traversal;ssrf_redirect,0.19047619047619047,True,False,False
2673,CVE-2016-2499,CWE-200,Android,C,4.3,auth_access,memory_safety,0.2727272727272727,True,False,False
2674,CVE-2016-2497,CWE-119,Android,C,7.5,memory_safety,auth_access;deserialization;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect,0.5,True,True,True
2675,CVE-2016-2496,CWE-264,Android,C,10.0,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.38095238095238093,True,True,True
2676,CVE-2016-2495,CWE-20,Android,C,7.1,resource_dos,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3,True,True,True
2677,CVE-2016-2494,CWE-264,Android,C,9.3,auth_access,memory_safety;path_traversal;resource_dos,0.09523809523809523,True,False,False
2678,CVE-2016-2487,CWE-20,Android,C,9.3,auth_access,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.15789473684210525,True,False,False
2679,CVE-2016-2486,CWE-20,Android,C,9.3,auth_access,memory_safety;resource_dos,0.1935483870967742,True,False,False
2680,CVE-2016-2485,CWE-119,Android,C,9.3,memory_safety,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.27586206896551724,True,True,True
2681,CVE-2016-2483,CWE-119,Android,C,9.3,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.3333333333333333,True,True,True
2682,CVE-2016-2482,CWE-119,Android,C,9.3,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.3333333333333333,True,True,True
2683,CVE-2016-2480,CWE-20,Android,C,9.3,auth_access,deserialization;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.36666666666666664,True,False,False
2684,CVE-2016-2478,CWE-20,Android,C,9.3,auth_access,memory_safety;resource_dos;ssrf_redirect,0.35714285714285715,True,False,False
2685,CVE-2016-2476,CWE-119,Android,C,9.3,memory_safety,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.24,True,True,True
2686,CVE-2016-2464,CWE-20,Android,C,9.3,command_injection,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.16666666666666666,True,False,False
2687,CVE-2016-2463,CWE-119,Android,C,7.5,memory_safety,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.25,True,True,True
2688,CVE-2016-2462,CWE-264,Android,C,7.6,auth_access,crypto_secret;memory_safety;resource_dos;sql_injection,0.21739130434782608,True,False,False
2689,CVE-2016-2461,CWE-264,Android,C,7.6,auth_access,crypto_secret;memory_safety;resource_dos,0.21739130434782608,True,False,False
2690,CVE-2016-2460,CWE-200,Android,C,4.3,auth_access,memory_safety;path_traversal;resource_dos;ssrf_redirect,0.25,True,False,False
2691,CVE-2016-2458,CWE-200,Android,C,4.3,auth_access,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.2692307692307692,True,True,True
2692,CVE-2016-2457,CWE-264,Android,C,2.1,auth_access,memory_safety,0.35294117647058826,True,False,False
2693,CVE-2016-2452,CWE-264,Android,C,9.3,auth_access,memory_safety;resource_dos,0.2413793103448276,True,False,False
