idx,cve_id,hash,repo_url,language,cwe_id,ref_category,candidate_categories,token_coverage,structural_only_gate,category_gate,strict_mddc_gate
4803,CVE-2020-35679,79a034b4aed29e965f45a13409268290c9910043,https://github.com/openbsd/src,C,CWE-401,resource_dos,command_injection;memory_safety,0.08108108108108109,True,False,False
4804,CVE-2020-7247,9dcfda045474d8903224d175907bfc29761dcb45,https://github.com/openbsd/src,C,CWE-755,command_injection,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.13333333333333333,True,True,True
4805,CVE-2023-38408,7bc29a9d5cd697290aa056e94ecee6253d3425f8,https://github.com/openbsd/src,Other,CWE-428,path_traversal,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xxe,0.2682926829268293,True,True,True
4806,CVE-2023-38408,f03a4faa55c4ce0818324701dadbf91988d7351d,https://github.com/openbsd/src,C,CWE-428,path_traversal,auth_access;memory_safety;resource_dos;ssrf_redirect,0.07317073170731707,True,False,False
4807,CVE-2023-40216,9d3f688f46eba347e96ff0ae9506ef2061622e0c,https://github.com/openbsd/src,C,CWE-862,auth_access,auth_access;memory_safety;resource_dos;sql_injection;xss,0.45454545454545453,True,True,True
4808,CVE-2023-52556,9d9f4dc6c833cb79d13f836581e3a781d06842e7,https://github.com/openbsd/src,C,NVD-CWE-noinfo,other,crypto_secret;memory_safety;resource_dos,0.21739130434782608,False,False,False
4809,CVE-2023-52557,abf3a29384c582c807a621e7fc6e7c68d0cafe9b,https://github.com/openbsd/src,C,NVD-CWE-noinfo,memory_safety,memory_safety;path_traversal,0.21739130434782608,False,False,False
4810,CVE-2023-52558,7b4d35e0a60ba1dd4daf4b1c2932020a22463a89,https://github.com/openbsd/src,C,NVD-CWE-noinfo,xss,memory_safety,0.04,False,False,False
4811,CVE-2018-6560,52346bf187b5a7f1c0fe9075b328b7ad6abe78f6,https://github.com/flatpak/flatpak,C,CWE-436,ssrf_redirect,auth_access;command_injection;memory_safety;resource_dos;ssrf_redirect;xss,0.35294117647058826,True,True,True
4812,CVE-2021-21261,cc1401043c075268ecc652eac557ef8076b5eaba,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,memory_safety;ssrf_redirect,0.1565217391304348,True,False,False
4813,CVE-2021-21261,6d1773d2a54dde9b099043f07a2094a4f1c2f486,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.13043478260869565,True,False,False
4814,CVE-2021-21261,aeb6a7ab0abaac4a8f4ad98b3df476d9de6b8bd4,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,command_injection;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.16521739130434782,True,True,True
4815,CVE-2021-21261,6e5ae7a109cdfa9735ea7ccbd8cb79f9e8d3ae8b,https://github.com/flatpak/flatpak,XML,CWE-74,command_injection,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.17391304347826086,True,False,False
4816,CVE-2021-21381,a7401e638bf0c03102039e216ab1081922f140ae,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,auth_access;command_injection;path_traversal,0.11607142857142858,True,True,True
4817,CVE-2021-21381,8279c5818425b6812523e3805bbe242fb6a5d961,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,command_injection;path_traversal,0.07142857142857142,True,True,False
4818,CVE-2021-21381,eb7946bb6248923d8c90fe9b84425fef97ae580d,https://github.com/flatpak/flatpak,C,CWE-74,command_injection,auth_access;command_injection;path_traversal,0.07142857142857142,True,True,False
4819,CVE-2021-41133,1330662f33a55e88bfe18e76de28b7922d91a999,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,path_traversal,0.01904761904761905,False,False,False
4820,CVE-2021-41133,a10f52a7565c549612c92b8e736a6698a53db330,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,path_traversal;ssrf_redirect,0.11428571428571428,False,False,False
4821,CVE-2021-41133,4c34815784e9ffda5733225c7d95824f96375e36,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,,0.01904761904761905,False,False,False
4822,CVE-2021-41133,89ae9fe74c6d445bb1b3a40e568d77cf5de47e48,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,path_traversal;resource_dos;ssrf_redirect;xss,0.05714285714285714,False,False,False
4823,CVE-2021-41133,462fca2c666e0cd2b60d6d2593a7216a83047aaf,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,,0.02857142857142857,False,False,False
4824,CVE-2021-41133,e26ac7586c392b5eb35ff4609fe232c52523b2cf,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,auth_access;crypto_secret;ssrf_redirect;xss,0.13333333333333333,False,False,False
4825,CVE-2021-41133,26b12484eb8a6219b9e7aa287b298a894b2f34ca,https://github.com/flatpak/flatpak,Other,NVD-CWE-Other,path_traversal,auth_access;memory_safety;path_traversal;ssrf_redirect,0.05714285714285714,False,False,False
4826,CVE-2021-41133,9766ee05b1425db397d2cf23afd24c7f6146a69f,https://github.com/flatpak/flatpak,C,NVD-CWE-Other,path_traversal,ssrf_redirect,0.09523809523809523,False,False,False
4827,CVE-2021-43860,d9a8f9d8ccc0b7c1135d0ecde006a75d25f66aee,https://github.com/flatpak/flatpak,C,CWE-276,path_traversal,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.17346938775510204,True,True,True
4828,CVE-2021-43860,65cbfac982cb1c83993a9e19aa424daee8e9f042,https://github.com/flatpak/flatpak,C,CWE-276,path_traversal,auth_access;memory_safety,0.09183673469387756,True,False,False
4829,CVE-2021-43860,93357d357119093804df05acc32ff335839c6451,https://github.com/flatpak/flatpak,C,CWE-276,path_traversal,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.15306122448979592,True,True,True
4830,CVE-2021-43860,ba818f504c926baaf6e362be8159cfacf994310e,https://github.com/flatpak/flatpak,C,CWE-276,path_traversal,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.20408163265306123,True,True,True
4831,CVE-2021-43860,54ec1a482dfc668127eaae57f135e6a8e0bc52da,https://github.com/flatpak/flatpak,Other,CWE-276,path_traversal,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect,0.19387755102040816,True,True,True
4832,CVE-2022-21682,4d11f77aa7fd3e64cfa80af89d92567ab9e8e6fa,https://github.com/flatpak/flatpak,XML,CWE-22,path_traversal,auth_access;command_injection;crypto_secret;path_traversal;ssrf_redirect;xxe,0.15625,True,True,True
4833,CVE-2022-21682,445bddeee657fdc8d2a0a1f0de12975400d4fc1a,https://github.com/flatpak/flatpak,C,CWE-22,path_traversal,auth_access;command_injection;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.21875,True,True,True
4834,CVE-2023-28100,8e63de9a7d3124f91140fc74f8ca9ed73ed53be9,https://github.com/flatpak/flatpak,C,NVD-CWE-noinfo,command_injection,memory_safety;ssrf_redirect,0.5074626865671642,False,False,False
4835,CVE-2023-28101,6cac99dafe6003c8a4bd5666341c217876536869,https://github.com/flatpak/flatpak,C,CWE-116,xss,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.07142857142857142,True,True,False
4836,CVE-2023-28101,7fe63f2e8f1fd2dafc31d45154cf0b191ebec66c,https://github.com/flatpak/flatpak,C,CWE-116,xss,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.07142857142857142,True,True,False
4837,CVE-2023-28101,409e34187de2b2b2c4ef34c79f417be698830f6c,https://github.com/flatpak/flatpak,C,CWE-116,xss,memory_safety;xss,0.07142857142857142,True,True,False
4838,CVE-2024-32462,bbab7ed1e672356d1a78b422462b210e8e875931,https://github.com/flatpak/flatpak,C,NVD-CWE-noinfo,path_traversal,command_injection;memory_safety;path_traversal,0.10989010989010989,False,False,False
4839,CVE-2024-37301,a1edd39d33d1bdf75c31ea01c317547be90ca074,https://github.com/adfinis/document-merge-service,Python,NVD-CWE-noinfo,sql_injection,command_injection,0.04081632653061224,False,False,False
4840,CVE-2010-5312,7e9060c109b928769a664dbcc2c17bd21231b6f3,https://github.com/jquery/jquery-ui,JavaScript,CWE-79,xss,crypto_secret;resource_dos;sql_injection;xss,0.1891891891891892,True,True,True
4841,CVE-2012-6662,f2854408cce7e4b7fc6bf8676761904af9c96bde,https://github.com/jquery/jquery-ui,JavaScript,CWE-79,xss,command_injection;resource_dos;sql_injection;xss,0.2765957446808511,True,True,True
4842,CVE-2012-6662,5fee6fd5000072ff32f2d65b6451f39af9e0e39e,https://github.com/jquery/jquery-ui,HTML,CWE-79,xss,resource_dos;xss,0.1702127659574468,True,True,True
4843,CVE-2016-7103,9644e7bae9116edaf8d37c5b38cb32b892f10ff6,https://github.com/jquery/jquery-ui,JavaScript,CWE-79,xss,crypto_secret;sql_injection;xss,0.18421052631578946,True,True,True
4844,CVE-2021-41184,effa323f1505f2ce7a324e4f429fa9032c72f280,https://github.com/jquery/jquery-ui,JavaScript,CWE-79,xss,resource_dos,0.1111111111111111,True,False,False
4845,CVE-2022-31160,8cc5bae1caa1fcf96bf5862c5646c787020ba3f9,https://github.com/jquery/jquery-ui,JavaScript,CWE-79,xss,command_injection;memory_safety;xss,0.28378378378378377,True,True,True
4846,CVE-2021-21413,2646e6c1558bac66285daeab54c7d490ed332b15,https://github.com/laverdet/isolated-vm,Markdown,CWE-913,path_traversal,auth_access;command_injection;crypto_secret;memory_safety;ssrf_redirect;xss;xxe,0.2413793103448276,True,False,False
4847,CVE-2021-21413,27151bfecc260e96714443613880e3b2e6596704,https://github.com/laverdet/isolated-vm,C++,CWE-913,path_traversal,memory_safety;path_traversal,0.05747126436781609,True,True,False
4848,CVE-2022-39266,218e87a6d4e8cb818bea76d1ab30cd0be51920e8,https://github.com/laverdet/isolated-vm,Markdown,CWE-20,auth_access,path_traversal;xss,0.2553191489361702,True,False,False
4849,CVE-2019-14430,891843d547f7db5639925a67b7f2fd66721f703a,https://github.com/YouPHPTube/YouPHPTube,PHP,CWE-89,sql_injection,memory_safety;sql_injection,0.09433962264150944,False,False,False
4850,CVE-2019-16124,b32b410c9191c3c5db888514c29d7921f124d883,https://github.com/YouPHPTube/YouPHPTube,PHP,CWE-862,auth_access,path_traversal;xss,0.14814814814814814,True,False,False
4851,CVE-2021-21384,07a069a66423809cbedd61d980c11ca44a29ea2b,https://github.com/ericcornelissen/shescape,JavaScript,CWE-88,xss,command_injection;memory_safety;path_traversal;xss,0.11320754716981132,True,True,True
4852,CVE-2022-25918,552e8eab56861720b1d4e5474fb65741643358f9,https://github.com/ericcornelissen/shescape,JavaScript,CWE-1333,xss,command_injection;path_traversal;resource_dos;ssrf_redirect;xss,0.3333333333333333,True,True,True
4853,CVE-2023-35931,d0fce70f987ac0d8331f93cb45d47e79436173ac,https://github.com/ericcornelissen/shescape,JavaScript,CWE-526,xss,command_injection;path_traversal;sql_injection;ssrf_redirect;xss,0.25,True,True,True
4854,CVE-2023-40185,0b976dab645abf45ffd85e74a8c6e51ee2f42d63,https://github.com/ericcornelissen/shescape,JavaScript,CWE-150,xss,command_injection;path_traversal;resource_dos;ssrf_redirect;xss;xxe,0.21153846153846154,True,True,True
4855,CVE-2024-29901,6c3f4f3179d66cbb15de3962792083ff3b244a01,https://github.com/workos/authkit-nextjs,TypeScript,NVD-CWE-noinfo,auth_access,auth_access;crypto_secret;ssrf_redirect,0.15384615384615385,False,False,False
4856,CVE-2020-12141,12c824386ab60de757de5001974d73b32e19ad71,https://github.com/contiki-ng/contiki-ng,C,CWE-125,memory_safety,resource_dos;ssrf_redirect,0.09375,True,False,False
4857,CVE-2013-2061,11d21349a4e7e38a025849479b36ace7c2eec2ee,https://github.com/OpenVPN/openvpn,C,CWE-200,auth_access,auth_access;crypto_secret;memory_safety;resource_dos,0.18421052631578946,True,True,True
4858,CVE-2018-9336,1394192b210cb3c6624a7419bcf3ff966742e79b,https://github.com/OpenVPN/openvpn,C,CWE-415,auth_access,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect,0.38461538461538464,True,True,True
4859,CVE-2020-11810,37bc691e7d26ea4eb61a8a434ebd7a9ae76225ab,https://github.com/OpenVPN/openvpn,C,CWE-362,command_injection,auth_access;crypto_secret;memory_safety;ssrf_redirect,0.3,True,False,False
4860,CVE-2020-15278,726bfd38adfdfaef760412a68e01447b470f438b,https://github.com/Cog-Creators/Red-DiscordBot,Python,CWE-863,auth_access,auth_access;command_injection;path_traversal;sql_injection;ssrf_redirect;xxe,0.359375,True,True,True
4861,CVE-2024-39905,0b0b23b9717b40ed4f8715720b199417c8e89750,https://github.com/Cog-Creators/Red-DiscordBot,Python,NVD-CWE-noinfo,command_injection,auth_access;command_injection,0.2,False,False,False
4862,CVE-2014-125030,557e177d8a309d6f0f26de46efb38d43e000852d,https://github.com/taoeffect/empress,YAML,CWE-798,crypto_secret,auth_access;crypto_secret;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss,0.16129032258064516,True,True,True
4863,CVE-2022-4397,36b2d4abe20a6245e4f8df7a4b14e130b24d429d,https://github.com/morontt/zend-blog-number-2,PHP,CWE-352,auth_access,auth_access;memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.17647058823529413,True,True,True
4864,CVE-2023-48220,94d859c7de0829bf63f679ae5dd3cab2b866a098,https://github.com/scambra/devise_invitable,Ruby,NVD-CWE-noinfo,auth_access,auth_access;crypto_secret;memory_safety;resource_dos,0.23684210526315788,False,False,False
4865,CVE-2022-24899,199206849a87ddd0fa5cf674eb3c58292fd8366c,https://github.com/contao/contao,PHP,CWE-79,xss,command_injection;path_traversal;resource_dos;ssrf_redirect;xss,0.06382978723404255,True,True,False
4866,CVE-2023-29200,6f3e705f4ff23f4419563d09d8485793569f31df,https://github.com/contao/contao,PHP,CWE-22,path_traversal,auth_access;path_traversal;resource_dos;ssrf_redirect,0.08928571428571429,True,True,False
4867,CVE-2023-36806,ccb64c777eb0f9c0e6490c9135d80e915d37cd32,https://github.com/contao/contao,PHP,CWE-79,xss,command_injection;crypto_secret;deserialization;memory_safety;resource_dos;ssrf_redirect,0.09090909090909091,True,False,False
4868,CVE-2023-36806,c98585d36baa25fda69c062421e7e7eadc53c82b,https://github.com/contao/contao,PHP,CWE-79,xss,command_injection;crypto_secret;deserialization;memory_safety;ssrf_redirect,0.09090909090909091,True,False,False
4869,CVE-2024-28190,878d28dbe0f408740555d6fc8b634bd3f8febfce,https://github.com/contao/contao,JavaScript,NVD-CWE-noinfo,path_traversal,auth_access;command_injection;memory_safety;path_traversal;ssrf_redirect;xss,0.13636363636363635,False,False,False
4870,CVE-2024-28190,b794e14fff070101bf6a885da9b1a83395093b4d,https://github.com/contao/contao,JavaScript,NVD-CWE-noinfo,path_traversal,auth_access;command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.1590909090909091,False,False,False
4871,CVE-2024-28191,388859dcf110ca70e0fae68a2a5579ab6a702919,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,other,auth_access;command_injection;resource_dos;ssrf_redirect;xss,0.1590909090909091,False,False,False
4872,CVE-2024-28191,474a2fc25f1d84d786aba8c6d234af99e64d016b,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,other,auth_access;crypto_secret;memory_safety;ssrf_redirect;xss,0.13636363636363635,False,False,False
4873,CVE-2024-28234,55b995d8d35da0d36bc6a22c53fe6423ab0c4ae2,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,other,auth_access;memory_safety;path_traversal;ssrf_redirect;xss,0.11764705882352941,False,False,False
4874,CVE-2024-28234,6d42e667177c972ae7c219645593c262d7764ce2,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,other,auth_access;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.11764705882352941,False,False,False
4875,CVE-2024-28235,73a2770e2d3535ec9f1b03d54be00e56ebb8ff16,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,xxe,auth_access;memory_safety;ssrf_redirect;xss;xxe,0.20930232558139536,False,False,False
4876,CVE-2024-28235,79b7620d01ce8f46ce2b331455e0d95e5208de3d,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,xxe,auth_access;memory_safety;ssrf_redirect;xss;xxe,0.23255813953488372,False,False,False
4877,CVE-2024-30262,3032baa456f607169ffae82a8920354adb338fe9,https://github.com/contao/contao,PHP,NVD-CWE-noinfo,auth_access,auth_access;command_injection;crypto_secret;memory_safety;resource_dos;sql_injection;ssrf_redirect;xxe,0.16,False,False,False
4878,CVE-2022-0932,521dfd6394f3926a77c60d8633c058e16d0f916d,https://github.com/saleor/saleor,Python,CWE-862,auth_access,auth_access;command_injection;path_traversal;sql_injection,0.17647058823529413,True,True,True
4879,CVE-2022-39275,96e04c092ddcac17b14f2e31554aa02d9006d0ce,https://github.com/saleor/saleor,Python,CWE-863,auth_access,auth_access;sql_injection;ssrf_redirect;xss,0.1267605633802817,True,True,True
4880,CVE-2023-26051,31bce881ccccf0d79a9b14ecb6ca3138d1edeec1,https://github.com/saleor/saleor,Python,CWE-209,auth_access,auth_access;command_injection;crypto_secret;path_traversal;sql_injection;ssrf_redirect,0.27906976744186046,True,True,True
4881,CVE-2023-32694,1328274e1a3d04ab87d7daee90229ff47b3bc35e,https://github.com/saleor/saleor,Python,CWE-203,auth_access,auth_access;command_injection;resource_dos;ssrf_redirect,0.06779661016949153,True,True,False
4882,CVE-2024-29888,22a1aa3ef0bc54156405f69146788016a7f3f761,https://github.com/saleor/saleor,Python,NVD-CWE-noinfo,other,xss;xxe,0.1951219512195122,False,False,False
4883,CVE-2024-29888,47cedfd7d6524d79bdb04708edcdbb235874de6b,https://github.com/saleor/saleor,Python,NVD-CWE-noinfo,other,memory_safety;path_traversal;ssrf_redirect,0.14634146341463414,False,False,False
4884,CVE-2024-31205,36699c6f5c99590d24f46e3d5c5b1a3c2fd072e7,https://github.com/saleor/saleor,Python,NVD-CWE-noinfo,xss,auth_access;memory_safety;ssrf_redirect,0.2459016393442623,False,False,False
4885,CVE-2017-20157,1feb1cc11e6c9f218408f15f53f537ea0d788656,https://github.com/Ariadne-CMS/arc-web,PHP,CWE-918,ssrf_redirect,memory_safety;path_traversal;sql_injection;ssrf_redirect,0.14285714285714285,True,True,True
4886,CVE-2023-1000,b4021d784a97e25151a5353aa763a741e9a148f5,https://github.com/cyanomiko/dcnnt-py,Python,CWE-77,command_injection,command_injection;path_traversal;xss,0.10344827586206896,True,True,True
4887,CVE-2020-36049,dcb942d24db97162ad16a67c2a0cf30875342d55,https://github.com/socketio/socket.io-parser,JavaScript,CWE-770,resource_dos,memory_safety;resource_dos;ssrf_redirect,0.2631578947368421,True,True,True
4888,CVE-2023-32695,3b78117bf6ba7e99d7a5cfc1ba54d0477554a7f3,https://github.com/socketio/socket.io-parser,JavaScript,CWE-754,xss,memory_safety;ssrf_redirect,0.1794871794871795,True,False,False
4889,CVE-2018-3723,c873f341327ad885ff4d0f23b3d3bca31b0343e5,https://github.com/jonschlinkert/defaults-deep,JavaScript,CWE-20,other,crypto_secret;memory_safety,0.09523809523809523,True,False,False
4890,CVE-2022-21697,fd31930bacd12188c448c886e0783529436b99eb,https://github.com/jupyterhub/jupyter-server-proxy,Unknown,CWE-918,ssrf_redirect,path_traversal;ssrf_redirect,0.02857142857142857,False,False,False
4891,CVE-2024-28179,764e499f61a87641916a7a427d4c4b1ac3f321a9,https://github.com/jupyterhub/jupyter-server-proxy,Unknown,NVD-CWE-noinfo,command_injection,auth_access;ssrf_redirect,0.06060606060606061,False,False,False
4892,CVE-2024-35225,7abc9dc5bbb0b4b440548a5375261b8b8192fc22,https://github.com/jupyterhub/jupyter-server-proxy,Unknown,NVD-CWE-noinfo,path_traversal,ssrf_redirect;xss,0.05,False,False,False
4893,CVE-2023-49508,ba3a348aa6ecdf0a1d8b289cbb679bebcda7a132,https://github.com/YetiForceCompany/YetiForceCRM,PHP,NVD-CWE-noinfo,path_traversal,auth_access;path_traversal;resource_dos;ssrf_redirect;xss,0.14814814814814814,False,False,False
4894,CVE-2020-36625,bebd256fc3063111fb4503ca25e005ebf6e73780,https://github.com/destinygg/chat,Unknown,CWE-352,auth_access,auth_access;ssrf_redirect,0.06,False,False,False
4895,CVE-2019-6777,59cc65411f02c7e39a270fda3ecb4966d7b48d41,https://github.com/mnoorenberghe/ZoneMinder,PHP,CWE-79,xss,path_traversal;ssrf_redirect;xss,0.32432432432432434,True,True,True
4896,CVE-2015-7578,297161e29a3e11186ce4c02bf7defc088bf544d4,https://github.com/rails/rails-html-sanitizer,Ruby,CWE-79,xss,auth_access;path_traversal;ssrf_redirect;xss;xxe,0.23076923076923078,True,True,True
4897,CVE-2015-7579,49dfc1584c5b8e35a4ffabf8356ba3df025e8d3f,https://github.com/rails/rails-html-sanitizer,Ruby,CWE-79,xss,memory_safety;path_traversal;ssrf_redirect;xss;xxe,0.25,True,True,True
4898,CVE-2015-7580,63903b0eaa6d2a4e1c91bc86008256c4c8335e78,https://github.com/rails/rails-html-sanitizer,Ruby,CWE-79,xss,path_traversal;xss,0.21951219512195122,True,True,True
4899,CVE-2018-3741,f3ba1a839a35f2ba7f941c15e239a1cb379d56ae,https://github.com/rails/rails-html-sanitizer,Ruby,CWE-79,xss,path_traversal;ssrf_redirect;xss;xxe,0.20967741935483872,True,True,True
4900,CVE-2022-23517,56c61c0cebd1e493e8ad7bca2a0191609a4a6979,https://github.com/rails/rails-html-sanitizer,Ruby,CWE-1333,xss,path_traversal;ssrf_redirect;xss,0.11904761904761904,True,True,True
4901,CVE-2020-26280,f3809fc8a97ee305d721662a75f788f9e9d21938,https://github.com/OpenSlides/OpenSlides,Python,CWE-79,xss,resource_dos;xss,0.04878048780487805,True,True,False
4902,CVE-2024-39846,13f0a844d64927450fa751deb7cc06beba699720,https://github.com/6eero/NewPass,Java,NVD-CWE-noinfo,auth_access,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.2972972972972973,False,False,False
4903,CVE-2018-3720,19953a8c089b0328c470acaaaf6accdfcb34da11,https://github.com/jonschlinkert/assign-deep,JavaScript,NVD-CWE-noinfo,other,crypto_secret,0.08108108108108109,False,False,False
4904,CVE-2020-7758,848b87e5bea4f8473eea85261a5ff922d6ebd2b6,https://github.com/browserless/chrome,TypeScript,CWE-22,path_traversal,path_traversal,0.08,True,True,False
4905,CVE-2022-24719,0c99bc511533d48be17dc6bfe641f7d0aeb34d77,https://github.com/fluture-js/fluture-node,JavaScript,CWE-212,xss,ssrf_redirect;xss,0.08860759493670886,True,True,False
4906,CVE-2022-24719,125e4474f910c1507f8ec3232848626fbc0f55c4,https://github.com/fluture-js/fluture-node,JavaScript,CWE-212,xss,auth_access;memory_safety;ssrf_redirect;xxe,0.189873417721519,True,False,False
4907,CVE-2022-23458,e9db5968675ae113c07efc091cce210f2b26854f,https://github.com/nhn/tui.grid,JSON,CWE-79,xss,command_injection;crypto_secret;ssrf_redirect;xss,0.18181818181818182,True,True,True
4908,CVE-2017-5936,1b76cefb92081efa1e88cd8f330253f857028bd2,https://github.com/openstack/nova-lxd,Python,NVD-CWE-noinfo,ssrf_redirect,auth_access;crypto_secret;path_traversal;ssrf_redirect;xss,0.2903225806451613,False,False,False
4909,CVE-2021-38593,6b400e3147dcfd8cc3a393ace1bd118c93762e0c,https://github.com/qt/qtbase,C++,CWE-787,memory_safety,memory_safety;path_traversal,0.1,True,True,True
4910,CVE-2023-32762,1b736a815be0222f4b24289cf17575fc15707305,https://github.com/qt/qtbase,C++,NVD-CWE-noinfo,crypto_secret,auth_access;ssrf_redirect,0.20588235294117646,False,False,False
4911,CVE-2018-1000089,1a6086f2b58478d71f89bf27eb034ed81aefe5ef,https://github.com/anymail/django-anymail,Other,CWE-532,path_traversal,auth_access;crypto_secret;memory_safety;path_traversal;ssrf_redirect;xss,0.52,True,True,True
4912,CVE-2018-6596,db586ede1fbb41dce21310ea28ae15a1cf1286c5,https://github.com/anymail/django-anymail,Python,CWE-200,auth_access,auth_access;crypto_secret;ssrf_redirect,0.36666666666666664,True,True,True
4913,CVE-2016-8641,f2ed227673d3b2da643eb5cad26b2d87674f28c1,https://github.com/NagiosEnterprises/nagioscore,Other,CWE-59,path_traversal,auth_access;command_injection;memory_safety;path_traversal;resource_dos;sql_injection;ssrf_redirect;xss;xxe,0.18181818181818182,True,True,True
4914,CVE-2016-9566,c29557dec91eba2306f5fb11b8da4474ba63f8c4,https://github.com/NagiosEnterprises/nagioscore,Unknown,CWE-264,path_traversal,,0.0,False,False,False
4915,CVE-2017-12847,3baffa78bafebbbdf9f448890ba5a952ea2d73cb,https://github.com/NagiosEnterprises/nagioscore,Other,CWE-665,path_traversal,path_traversal;ssrf_redirect,0.15,True,True,True
4916,CVE-2017-12847,1b197346d490df2e2d3b1dcce5ac6134ad0c8752,https://github.com/NagiosEnterprises/nagioscore,Other,CWE-665,path_traversal,auth_access;command_injection;memory_safety;path_traversal;ssrf_redirect,0.2,True,True,True
4917,CVE-2018-25094,9d9618422b980335bb30be612ea90f4f56cb992c,https://github.com/59160781/project,PHP,CWE-22,path_traversal,path_traversal;ssrf_redirect,0.13432835820895522,True,True,True
4918,CVE-2018-25046,09b5706aa9367972c09144a450bb4523049ee840,https://github.com/cloudfoundry/archiver,Go,CWE-22,path_traversal,auth_access;command_injection;path_traversal,0.10526315789473684,True,True,True
4919,CVE-2023-26046,d1d49cfddfa3ec2adad962870f14b85cd1aaf739,https://github.com/kitabisa/teler-waf,Go,CWE-79,xss,command_injection;memory_safety;path_traversal;resource_dos;ssrf_redirect;xss,0.17721518987341772,True,True,True
4920,CVE-2015-10036,87405b74fe651892d79d0dff62ed17a7eaef6a60,https://github.com/kylebebak/dronfelipe,PHP,CWE-89,sql_injection,command_injection;memory_safety;resource_dos;sql_injection;xss,0.1111111111111111,True,True,True
4921,CVE-2020-14156,b265455a2518ece7c004b43c144199ec980fc620,https://github.com/openbmc/phosphor-host-ipmid,C++,CWE-276,path_traversal,auth_access;crypto_secret;path_traversal,0.2962962962962963,True,True,True
4922,CVE-2020-15100,18bbf2043e53f69e0119d24f8ae4edb274afb9b2,https://github.com/schokokeksorg/freewvs,Other,CWE-770,resource_dos,memory_safety;path_traversal;resource_dos,0.1111111111111111,True,True,True
4923,CVE-2020-15101,83a6b55c0435c69f447488b791555e6078803143,https://github.com/schokokeksorg/freewvs,Other,CWE-674,resource_dos,memory_safety;path_traversal;xxe,0.14634146341463414,True,False,False
4924,CVE-2023-47248,f14170976372436ec1d03a724d8d3f3925484ecf,https://github.com/apache/arrow,Python,CWE-502,deserialization,auth_access;crypto_secret;deserialization;resource_dos;sql_injection,0.21212121212121213,True,True,True
4925,CVE-2022-1453,bfb189f49af7ab0d34499a2da772e3266f72167d,https://github.com/davidfcarr/rsvpmaker,PHP,CWE-89,sql_injection,command_injection;crypto_secret;resource_dos;sql_injection;ssrf_redirect;xss,0.09090909090909091,True,True,False
4926,CVE-2014-0012,acb672b6a179567632e032f547582f30fa2f4aa7,https://github.com/mitsuhiko/jinja2,Other,CWE-264,path_traversal,crypto_secret;path_traversal;ssrf_redirect,0.19444444444444445,True,True,True
4927,CVE-2022-36009,723fd495dde835d078b9f2074b6b62c06dea4575,https://github.com/matrix-org/gomatrixserverlib,Go,CWE-863,auth_access,auth_access;crypto_secret,0.1267605633802817,True,True,True
4928,CVE-2021-22538,eb8cf40b12dbe79304f1133c06fb73419383cd95,https://github.com/google/exposure-notifications-verification-server,Go,CWE-276,path_traversal,auth_access;crypto_secret;ssrf_redirect,0.4528301886792453,True,False,False
